ids	T2-Ag1:B2C_C_Nov	T2-Ag1:B2T_T_Nov	T2-Ag1:B3T_T_Nov	T2-Ag1:B5C_C_Nov	T2-Ag1:B6C_C_Nov	T2-Ag1:B8T_T_Jul
SRR14654186-NM_001011565.1_GeneID:406068	3.0	4.0	3.0	4.0	9.0	1.0
SRR14654186-NM_001011570.1_GeneID:406076	6.0	74.0	17.0	6.0	15.0	18.0
SRR14654186-NM_001011572.1_GeneID:406078	87.0	858.0	486.0	119.0	384.0	146.0
SRR14654186-NM_001011574.1_GeneID:406081	211.0	297.0	0.0	137.0	38.0	728.0
SRR14654186-NM_001011575.1_GeneID:406082	1.0	0.0	0.0	0.0	2.0	1.0
SRR14654186-NM_001011576.1_GeneID:406083	3.0	4.0	3.0	5.0	15.0	5.0
SRR14654186-NM_001011577.1_GeneID:406086	1.0	1.0	2.0	0.0	1.0	2.0
SRR14654186-NM_001011578.1_GeneID:406088	1.0	134.0	0.0	36.0	13.0	1.0
SRR14654186-NM_001011579.1_GeneID:406090	6846.0	9272.0	0.0	1830.0	1474.0	27548.0
SRR14654186-NM_001011586.1_GeneID:406098	2.0	0.0	2.0	0.0	4.0	2.0
SRR14654186-NM_001011588.1_GeneID:406100	2.0	2.0	2.0	0.0	0.0	0.0
SRR14654186-NM_001011589.1_GeneID:406101	60.0	167.0	44.0	9.0	169.0	37.0
SRR14654186-NM_001011591.1_GeneID:406103	93.0	0.0	0.0	0.0	0.0	0.0
SRR14654186-NM_001011592.1_GeneID:406108	36.0	82.0	163.0	64.0	156.0	59.0
SRR14654186-NM_001011597.1_GeneID:406113	10.0	2.0	1.0	4.0	16.0	1.0
SRR14654186-NM_001011598.1_GeneID:406114	101.0	224.0	344.0	319.0	0.0	242.0
SRR14654186-NM_001011601.1_GeneID:406121	46.0	3.0	0.0	16.0	35.0	81.0
SRR14654186-NM_001011603.1-1_GeneID:550932	0.0	0.0	0.0	3.0	1.0	2.0
SRR14654186-NM_001011603.1_GeneID:550932	87.0	117.0	263.0	62.0	250.0	86.0
SRR14654186-NM_001011605.1_GeneID:406127	29.0	21.0	3.0	16.0	55.0	17.0
SRR14654186-NM_001011606.1_GeneID:406128	27.0	1.0	0.0	23.0	9.0	15.0
SRR14654186-NM_001011608.1_GeneID:406131	94.0	76.0	15.0	120.0	140.0	327.0
SRR14654186-NM_001011610.1_GeneID:406133	119.0	344.0	0.0	39.0	21.0	686.0
SRR14654186-NM_001011611.2_GeneID:406134	3.0	101.0	723.0	173.0	0.0	34.0
SRR14654186-NM_001011612.1_GeneID:406135	3.0	20.0	562.0	18.0	0.0	7.0
SRR14654186-NM_001011613.1_GeneID:406140	126.0	338.0	339.0	8.0	21.0	60.0
SRR14654186-NM_001011614.1_GeneID:406141	0.0	4.0	6.0	519.0	0.0	2.0
SRR14654186-NM_001011615.1_GeneID:406142	120.0	1.0	306.0	4.0	15.0	2.0
SRR14654186-NM_001011616.2_GeneID:406143	2326.0	1292.0	516.0	619.0	1117.0	836.0
SRR14654186-NM_001011617.1_GeneID:406144	253.0	40.0	124.0	92.0	205.0	104.0
SRR14654186-NM_001011619.1_GeneID:406146	25.0	31.0	19.0	16.0	36.0	16.0
SRR14654186-NM_001011622.1_GeneID:406149	47.0	19.0	0.0	6.0	37.0	193.0
SRR14654186-NM_001011626.2_GeneID:406154	77.0	84.0	72.0	71.0	50.0	108.0
SRR14654186-NM_001011627.1_GeneID:406155	7.0	3.0	19.0	20.0	38.0	2.0
SRR14654186-NM_001011632.2_GeneID:408880	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654186-NM_001011633.1_GeneID:408930	0.0	1.0	0.0	0.0	0.0	1.0
SRR14654186-NM_001011634.2_GeneID:409227	0.0	0.0	0.0	0.0	2.0	1.0
SRR14654186-NM_001011635.1_GeneID:409376	28.0	59.0	11.0	28.0	81.0	64.0
SRR14654186-NM_001011639.2_GeneID:413961	315.0	258.0	0.0	133.0	736.0	427.0
SRR14654186-NM_001011641.1_GeneID:494506	2.0	3.0	5.0	0.0	5.0	5.0
SRR14654186-NM_001011643.1_GeneID:494511	2.0	1.0	0.0	1.0	8.0	2.0
SRR14654186-NM_001011650.1_GeneID:408879	5.0	0.0	0.0	1.0	7.0	1.0
SRR14654186-NM_001011652.2_GeneID:408380	0.0	0.0	2.0	1.0	0.0	1.0
SRR14654186-NM_001012429.1_GeneID:503505	191.0	324.0	679.0	159.0	565.0	369.0
SRR14654186-NM_001012615.1-1_GeneID:409372	1.0	1.0	4.0	2.0	0.0	1.0
SRR14654186-NM_001012962.1_GeneID:503861	0.0	0.0	0.0	1.0	0.0	1.0
SRR14654186-NM_001012963.1_GeneID:503862	1.0	0.0	0.0	0.0	3.0	0.0
SRR14654186-NM_001013359.2_GeneID:411830	2.0	0.0	2.0	1.0	1.0	1.0
SRR14654186-NM_001014429.1_GeneID:409555	11.0	122.0	0.0	28.0	6.0	593.0
SRR14654186-NM_001024697.1_GeneID:409873	24.0	13.0	15.0	1.0	53.0	1.0
SRR14654186-NM_001032361.1_GeneID:409779	0.0	1.0	1.0	0.0	1.0	2.0
SRR14654186-NM_001040204.1_GeneID:410068	4.0	1.0	2.0	1.0	8.0	0.0
SRR14654186-NM_001040207.1-1_GeneID:552478	207.0	224.0	364.0	127.0	514.0	191.0
SRR14654186-NM_001040208.1_GeneID:677664	15.0	6.0	100.0	1.0	33.0	3.0
SRR14654186-NM_001040221.1_GeneID:677671	11.0	73.0	71.0	20.0	52.0	20.0
SRR14654186-NM_001040224.1_GeneID:677674	0.0	33.0	1.0	6.0	6.0	0.0
SRR14654186-NM_001040225.1_GeneID:677675	3.0	0.0	0.0	0.0	1.0	2.0
SRR14654186-NM_001040236.1_GeneID:409889	102.0	1.0	14.0	82.0	98.0	650.0
SRR14654186-NM_001040237.1_GeneID:726946	0.0	2.0	4.0	1.0	1.0	0.0
SRR14654186-NM_001040264.1_GeneID:551388	0.0	2.0	4.0	4.0	4.0	3.0
SRR14654186-NM_001040269.1_GeneID:678511	1.0	0.0	0.0	0.0	1.0	1.0
SRR14654186-NM_001040270.1_GeneID:678674	0.0	82.0	140.0	151.0	0.0	63.0
SRR14654186-NM_001042460.1_GeneID:552122	1.0	5.0	3.0	2.0	4.0	4.0
SRR14654186-NM_001077810.1_GeneID:408658	9.0	25.0	22.0	34.0	28.0	9.0
SRR14654186-NM_001077820.1_GeneID:725382	33.0	7.0	140.0	14.0	388.0	7.0
SRR14654186-NM_001077825.1_GeneID:768250	0.0	0.0	1.0	0.0	3.0	3.0
SRR14654186-NM_001078661.1_GeneID:751767	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654186-NM_001080205.1_GeneID:408611	4.0	2.0	12.0	0.0	3.0	2.0
SRR14654186-NM_001085344.1_GeneID:100037419	37.0	120.0	131.0	1790.0	2961.0	27.0
SRR14654186-NM_001085345.1_GeneID:551367	1.0	789.0	1037.0	26.0	30.0	1.0
SRR14654186-NM_001098167.1_GeneID:406154	6.0	11.0	8.0	12.0	3.0	14.0
SRR14654186-NM_001098224.2_GeneID:411303	3.0	2.0	68.0	7.0	16.0	12.0
SRR14654186-NM_001098229.1_GeneID:726079	6.0	6.0	58.0	18.0	21.0	13.0
SRR14654186-NM_001098717.1_GeneID:409354	2.0	6.0	2.0	5.0	15.0	2.0
SRR14654186-NM_001101023.1_GeneID:551648	20.0	303.0	207.0	2.0	67.0	22.0
SRR14654186-NM_001110764.1_GeneID:726848	157.0	641.0	250.0	171.0	38.0	560.0
SRR14654186-NM_001112672.2_GeneID:551408	3.0	6.0	13.0	1.0	10.0	2.0
SRR14654186-NM_001114198.1_GeneID:552391	348.0	733.0	1055.0	530.0	1309.0	594.0
SRR14654186-NM_001115078.1_GeneID:724456	4.0	6.0	3.0	1.0	11.0	5.0
SRR14654186-NM_001126243.2_GeneID:410337	4.0	13.0	45.0	8.0	11.0	26.0
SRR14654186-NM_001126244.1_GeneID:410928	0.0	7.0	21.0	19.0	0.0	2.0
SRR14654186-NM_001131038.1_GeneID:100174948	1.0	2.0	7.0	3.0	2.0	2.0
SRR14654186-NM_001134668.1_GeneID:409389	10.0	7.0	28.0	16.0	32.0	18.0
SRR14654186-NM_001134828.1_GeneID:724970	6.0	4.0	6.0	4.0	16.0	5.0
SRR14654186-NM_001134948.1_GeneID:406106	2.0	0.0	0.0	0.0	0.0	1.0
SRR14654186-NM_001134949.1_GeneID:406107	1.0	1.0	9.0	0.0	2.0	3.0
SRR14654186-NM_001135909.1_GeneID:100191002	718.0	365.0	27.0	1312.0	909.0	244.0
SRR14654186-NM_001136187.1-1_GeneID:725609	27.0	27.0	16.0	44.0	103.0	42.0
SRR14654186-NM_001142436.1_GeneID:552484	23.0	23.0	38.0	13.0	35.0	11.0
SRR14654186-NM_001142461.1_GeneID:552393	7.0	4.0	11.0	0.0	1.0	4.0
SRR14654186-NM_001142609.1_GeneID:726134	1.0	2.0	7.0	2.0	8.0	0.0
SRR14654186-NM_001142637.1_GeneID:552281	0.0	0.0	0.0	7.0	0.0	0.0
SRR14654186-NM_001145738.1_GeneID:412285	1.0	1.0	1.0	2.0	2.0	1.0
SRR14654186-NM_001160050.1_GeneID:409418	40.0	163.0	1178.0	188.0	126.0	267.0
SRR14654186-NM_001160064.1_GeneID:408928	129.0	45.0	137.0	10.0	114.0	33.0
SRR14654186-NM_001160072.1_GeneID:410620	62.0	59.0	79.0	36.0	95.0	48.0
SRR14654186-NM_001160405.2_GeneID:411453	0.0	0.0	7.0	1.0	3.0	2.0
SRR14654186-NM_001161831.1_GeneID:727061	112.0	172.0	209.0	53.0	62.0	131.0
SRR14654186-NM_001163716.1_GeneID:412484	35.0	52.0	165.0	21.0	31.0	53.0
SRR14654186-NM_001163717.1_GeneID:100302584	3.0	2.0	12.0	3.0	3.0	4.0
SRR14654186-NM_001164008.1_GeneID:551571	1.0	3.0	11.0	6.0	7.0	4.0
SRR14654186-NM_001167709.1_GeneID:724880	5.0	2.0	12.0	4.0	11.0	1.0
SRR14654186-NM_001167836.1_GeneID:409314	5.0	0.0	2.0	0.0	5.0	1.0
SRR14654186-NM_001167893.1_GeneID:413115	1.0	1.0	3.0	11.0	23.0	0.0
SRR14654186-NM_001170974.1_GeneID:410066	12.0	20.0	154.0	14.0	41.0	22.0
SRR14654186-NM_001171169.1_GeneID:685996	38.0	23.0	38.0	21.0	75.0	29.0
SRR14654186-NM_001172378.1_GeneID:408726	1.0	1.0	3.0	6.0	16.0	1.0
SRR14654186-NM_001172379.1_GeneID:410065	38.0	0.0	136.0	75.0	147.0	0.0
SRR14654186-NM_001172404.1-1_GeneID:726035	26.0	25.0	37.0	27.0	51.0	7.0
SRR14654186-NM_001172718.1_GeneID:100379261	9.0	1.0	3.0	17.0	1.0	3.0
SRR14654186-NM_001174141.1_GeneID:724464	1.0	1.0	4.0	4.0	14.0	0.0
SRR14654186-NM_001174143.1_GeneID:724191	510.0	519.0	646.0	681.0	1226.0	386.0
SRR14654186-NM_001177490.1_GeneID:408270	4.0	99.0	212.0	101.0	14.0	5.0
SRR14654186-NM_001178025.1_GeneID:410032	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654186-NM_001178027.1_GeneID:409398	548.0	618.0	1048.0	637.0	1358.0	690.0
SRR14654186-NM_001178047.1_GeneID:409097	6.0	0.0	50.0	5.0	1.0	1.0
SRR14654186-NM_001178048.1_GeneID:410082	45.0	61.0	73.0	39.0	148.0	49.0
SRR14654186-NM_001178069.1_GeneID:443552	35.0	0.0	290.0	54.0	69.0	110.0
SRR14654186-NM_001185079.1_GeneID:725231	0.0	2.0	5.0	1.0	1.0	0.0
SRR14654186-NM_001185105.1_GeneID:408399	1.0	9.0	3.0	2.0	6.0	1.0
SRR14654186-NM_001185144.1_GeneID:406120	422.0	664.0	693.0	4.0	358.0	415.0
SRR14654186-NM_001204751.1_GeneID:410767	0.0	2.0	7.0	2.0	3.0	1.0
SRR14654186-NM_001205062.1_GeneID:408383	5.0	35.0	95.0	13.0	31.0	83.0
SRR14654186-NM_001205223.1_GeneID:410681	1.0	2.0	5.0	1.0	4.0	1.0
SRR14654186-NM_001206466.1_GeneID:726127	8.0	9.0	18.0	13.0	25.0	9.0
SRR14654186-NM_001206969.1_GeneID:100578482	1.0	3.0	1.0	3.0	2.0	3.0
SRR14654186-NM_001206970.1_GeneID:726775	12.0	8.0	7.0	8.0	13.0	2.0
SRR14654186-NM_001206973.1_GeneID:552475	11.0	19.0	8.0	3.0	13.0	13.0
SRR14654186-NM_001214904.1_GeneID:413609	1.0	0.0	0.0	0.0	2.0	0.0
SRR14654186-NM_001220486.1_GeneID:408606	5.0	3.0	7.0	6.0	18.0	9.0
SRR14654186-NM_001242387.1_GeneID:409697	0.0	0.0	4.0	0.0	3.0	0.0
SRR14654186-NM_001242431.1_GeneID:552665	4.0	6.0	8.0	0.0	8.0	1.0
SRR14654186-NM_001242432.1_GeneID:411132	0.0	2.0	2.0	1.0	5.0	1.0
SRR14654186-NM_001242433.1_GeneID:408324	17.0	11.0	42.0	7.0	52.0	24.0
SRR14654186-NM_001242434.1_GeneID:727144	0.0	0.0	0.0	2.0	0.0	1.0
SRR14654186-NM_001242458.1_GeneID:552378	2.0	1.0	0.0	1.0	9.0	0.0
SRR14654186-NM_001242513.1-1_GeneID:408654	21.0	7.0	1.0	18.0	68.0	0.0
SRR14654186-NM_001242514.1_GeneID:724675	12.0	13.0	33.0	4.0	17.0	9.0
SRR14654186-NM_001242517.1_GeneID:100578127	0.0	4.0	2.0	1.0	7.0	1.0
SRR14654186-NM_001242519.1_GeneID:551971	13.0	11.0	29.0	10.0	48.0	17.0
SRR14654186-NM_001242544.1_GeneID:552033	7.0	4.0	3.0	13.0	30.0	29.0
SRR14654186-NM_001242555.1_GeneID:724534	18.0	25.0	36.0	28.0	39.0	6.0
SRR14654186-NM_001242577.1_GeneID:725534	2.0	5.0	1.0	8.0	9.0	1.0
SRR14654186-NM_001242579.1-1_GeneID:551434	0.0	17.0	109.0	0.0	38.0	18.0
SRR14654186-NM_001242656.1_GeneID:409148	11.0	18.0	472.0	189.0	36.0	291.0
SRR14654186-NM_001242657.1_GeneID:409148	1.0	1.0	23.0	19.0	3.0	17.0
SRR14654186-NM_001242997.1_GeneID:411770	0.0	2.0	1.0	2.0	5.0	0.0
SRR14654186-NM_001242998.1_GeneID:411317	0.0	1.0	0.0	0.0	2.0	0.0
SRR14654186-NM_001252430.1_GeneID:726676	5.0	4.0	0.0	6.0	9.0	0.0
SRR14654186-NM_001270814.1_GeneID:724694	51.0	44.0	83.0	100.0	92.0	25.0
SRR14654186-NM_001270821.1_GeneID:552350	1.0	10.0	1.0	12.0	10.0	1.0
SRR14654186-NM_001270827.1_GeneID:724556	2.0	0.0	3.0	5.0	12.0	1.0
SRR14654186-NM_001270829.1_GeneID:725509	0.0	0.0	2.0	9.0	13.0	0.0
SRR14654186-NM_001270831.1_GeneID:726632	1.0	0.0	0.0	0.0	0.0	1.0
SRR14654186-NM_001270832.1-1_GeneID:726691	1.0	2.0	4.0	7.0	2.0	6.0
SRR14654186-NM_001270833.1_GeneID:726691	0.0	0.0	3.0	2.0	7.0	4.0
SRR14654186-NM_001277300.1_GeneID:552738	1.0	19.0	36.0	11.0	14.0	5.0
SRR14654186-NM_001277301.1_GeneID:408316	9.0	2.0	11.0	9.0	10.0	4.0
SRR14654186-NM_001278325.1_GeneID:726294	4.0	2.0	0.0	3.0	4.0	0.0
SRR14654186-NM_001278330.1_GeneID:726003	17.0	7.0	0.0	29.0	16.0	2.0
SRR14654186-NM_001278332.1_GeneID:551304	0.0	0.0	1.0	1.0	1.0	9.0
SRR14654186-NM_001278333.1_GeneID:100577883	0.0	1.0	4.0	0.0	1.0	15.0
SRR14654186-NM_001278334.1_GeneID:101664701	3.0	3.0	4.0	1.0	6.0	3.0
SRR14654186-NM_001278335.1_GeneID:100578506	0.0	0.0	2.0	0.0	2.0	0.0
SRR14654186-NM_001278336.1_GeneID:551420	0.0	0.0	3.0	0.0	0.0	1.0
SRR14654186-NM_001278680.1_GeneID:552232	0.0	0.0	3.0	0.0	1.0	0.0
SRR14654186-NM_001278705.1_GeneID:552716	1.0	6.0	9.0	6.0	2.0	2.0
SRR14654186-NM_001278706.1_GeneID:725821	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654186-NM_001305884.1_GeneID:413803	13.0	7.0	2.0	6.0	18.0	1.0
SRR14654186-NM_001318482.1_GeneID:408379	143.0	158.0	275.0	405.0	383.0	142.0
SRR14654186-NM_001319269.1_GeneID:726419	13.0	0.0	2.0	7.0	30.0	0.0
SRR14654186-NM_001327947.1_GeneID:100576414	84.0	155.0	435.0	60.0	272.0	136.0
SRR14654186-NM_001327954.1_GeneID:408841	0.0	0.0	2.0	0.0	0.0	0.0
SRR14654186-NM_001327961.1_GeneID:724602	2.0	1.0	1.0	3.0	5.0	0.0
SRR14654186-NM_001327963.1_GeneID:726237	4.0	0.0	5.0	1.0	3.0	0.0
SRR14654186-NM_001327966.1_GeneID:551179	1.0	1.0	0.0	1.0	2.0	0.0
SRR14654186-NM_001327967.1_GeneID:724216	5.0	1.0	0.0	5.0	17.0	8.0
SRR14654186-NM_001331117.1_GeneID:726182	1.0	26.0	4.0	2.0	4.0	0.0
SRR14654186-NM_001365139.1_GeneID:724946	8.0	39.0	128.0	8.0	77.0	42.0
SRR14654186-NM_001365199.1_GeneID:551028	14.0	20.0	69.0	8.0	77.0	13.0
SRR14654186-NM_001365200.1_GeneID:112939925	1.0	3.0	7.0	1.0	3.0	4.0
SRR14654186-NR_003566.1_GeneID:100049571	147.0	72.0	79.0	220.0	263.0	87.0
SRR14654186-XM_001119823.5_GeneID:724626	2.0	0.0	0.0	1.0	2.0	0.0
SRR14654186-XM_001119824.5_GeneID:724756	14.0	16.0	37.0	24.0	28.0	3.0
SRR14654186-XM_001119829.5_GeneID:724113	0.0	0.0	2.0	3.0	0.0	0.0
SRR14654186-XM_001119858.5_GeneID:724126	9.0	15.0	95.0	16.0	19.0	3.0
SRR14654186-XM_001119879.5_GeneID:724580	2.0	5.0	13.0	14.0	10.0	3.0
SRR14654186-XM_001119883.4_GeneID:724487	33.0	28.0	70.0	33.0	77.0	30.0
SRR14654186-XM_001119891.5_GeneID:724794	11.0	9.0	17.0	7.0	34.0	6.0
SRR14654186-XM_001119900.5_GeneID:724144	38.0	1.0	44.0	0.0	67.0	0.0
SRR14654186-XM_001119907.4_GeneID:724151	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654186-XM_001119908.5_GeneID:724152	1.0	0.0	1.0	2.0	0.0	0.0
SRR14654186-XM_001119910.5_GeneID:724154	1.0	3.0	2.0	4.0	0.0	0.0
SRR14654186-XM_001119914.5_GeneID:724158	1.0	1.0	2.0	0.0	3.0	0.0
SRR14654186-XM_001119915.5_GeneID:724160	0.0	0.0	0.0	0.0	3.0	0.0
SRR14654186-XM_001119916.4_GeneID:724161	21.0	16.0	34.0	24.0	50.0	15.0
SRR14654186-XM_001119921.5-1_GeneID:724166	3.0	10.0	14.0	15.0	12.0	9.0
SRR14654186-XM_001119928.5_GeneID:724175	36.0	14.0	87.0	1.0	63.0	33.0
SRR14654186-XM_001119929.5_GeneID:724176	0.0	0.0	2.0	1.0	2.0	0.0
SRR14654186-XM_001119937.5_GeneID:724625	7.0	72.0	2.0	45.0	14.0	16.0
SRR14654186-XM_001119946.4_GeneID:724717	45.0	17.0	0.0	41.0	112.0	4.0
SRR14654186-XM_001119951.5_GeneID:725076	28.0	8.0	16.0	15.0	59.0	19.0
SRR14654186-XM_001119963.5_GeneID:724193	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654186-XM_001119967.5_GeneID:724197	1.0	0.0	1.0	1.0	0.0	0.0
SRR14654186-XM_001119971.5_GeneID:724201	0.0	1.0	2.0	0.0	3.0	1.0
SRR14654186-XM_001119973.4_GeneID:724203	5.0	0.0	13.0	1.0	4.0	3.0
SRR14654186-XM_001119993.5_GeneID:724225	1.0	0.0	1.0	0.0	0.0	1.0
SRR14654186-XM_001119995.5_GeneID:724227	4.0	6.0	5.0	0.0	1.0	1.0
SRR14654186-XM_001120009.5_GeneID:724489	12.0	36.0	31.0	45.0	44.0	11.0
SRR14654186-XM_001120011.5-1_GeneID:724532	64.0	48.0	96.0	70.0	105.0	51.0
SRR14654186-XM_001120018.3-1_GeneID:724493	8.0	11.0	31.0	7.0	40.0	14.0
SRR14654186-XM_001120020.5_GeneID:725573	4.0	1.0	0.0	1.0	11.0	0.0
SRR14654186-XM_001120030.5_GeneID:724237	0.0	0.0	1.0	0.0	0.0	1.0
SRR14654186-XM_001120032.5_GeneID:724239	4.0	3.0	22.0	16.0	0.0	2.0
SRR14654186-XM_001120034.5_GeneID:724241	7.0	12.0	11.0	16.0	19.0	3.0
SRR14654186-XM_001120037.5_GeneID:724244	0.0	1.0	2.0	0.0	0.0	1.0
SRR14654186-XM_001120043.5_GeneID:724250	0.0	0.0	1.0	1.0	5.0	0.0
SRR14654186-XM_001120045.5_GeneID:724252	15.0	2.0	1.0	3.0	9.0	0.0
SRR14654186-XM_001120054.5-1_GeneID:724262	0.0	0.0	4.0	0.0	5.0	3.0
SRR14654186-XM_001120054.5_GeneID:724262	0.0	0.0	4.0	1.0	8.0	3.0
SRR14654186-XM_001120056.5_GeneID:724264	92.0	103.0	144.0	106.0	270.0	69.0
SRR14654186-XM_001120059.5_GeneID:724267	4.0	8.0	13.0	8.0	19.0	3.0
SRR14654186-XM_001120067.5_GeneID:724829	26.0	32.0	50.0	33.0	68.0	29.0
SRR14654186-XM_001120100.5_GeneID:724296	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001120105.4_GeneID:724301	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001120110.5_GeneID:724306	0.0	0.0	2.0	0.0	1.0	0.0
SRR14654186-XM_001120116.5_GeneID:724312	0.0	2.0	2.0	0.0	1.0	0.0
SRR14654186-XM_001120134.5_GeneID:725565	2.0	0.0	10.0	0.0	34.0	11.0
SRR14654186-XM_001120149.5_GeneID:724328	13.0	7.0	27.0	10.0	21.0	10.0
SRR14654186-XM_001120153.5_GeneID:724332	1.0	0.0	0.0	0.0	0.0	2.0
SRR14654186-XM_001120160.5_GeneID:724339	1.0	0.0	1.0	1.0	3.0	0.0
SRR14654186-XM_001120173.3-1_GeneID:724352	4.0	2.0	11.0	10.0	10.0	5.0
SRR14654186-XM_001120178.5_GeneID:724357	6.0	7.0	0.0	4.0	7.0	0.0
SRR14654186-XM_001120182.5_GeneID:724361	1.0	2.0	2.0	0.0	2.0	0.0
SRR14654186-XM_001120196.5_GeneID:725036	5.0	0.0	10.0	3.0	3.0	1.0
SRR14654186-XM_001120198.5_GeneID:725311	14.0	14.0	28.0	30.0	46.0	12.0
SRR14654186-XM_001120202.5-1_GeneID:726088	0.0	1.0	12.0	16.0	0.0	0.0
SRR14654186-XM_001120213.5_GeneID:724378	12.0	10.0	20.0	26.0	34.0	8.0
SRR14654186-XM_001120215.5_GeneID:724380	7.0	6.0	15.0	4.0	21.0	0.0
SRR14654186-XM_001120224.5_GeneID:724390	1.0	0.0	1.0	0.0	1.0	1.0
SRR14654186-XM_001120227.5_GeneID:724393	0.0	0.0	0.0	0.0	1.0	0.0
SRR14654186-XM_001120242.5_GeneID:725310	44.0	68.0	139.0	59.0	152.0	81.0
SRR14654186-XM_001120245.5_GeneID:725143	4.0	10.0	19.0	12.0	3.0	3.0
SRR14654186-XM_001120246.5_GeneID:726428	8.0	4.0	4.0	12.0	33.0	6.0
SRR14654186-XM_001120250.5_GeneID:725646	7.0	28.0	71.0	23.0	43.0	42.0
SRR14654186-XM_001120264.5_GeneID:726058	10.0	3.0	6.0	11.0	8.0	3.0
SRR14654186-XM_001120268.5_GeneID:724412	3.0	0.0	4.0	0.0	3.0	1.0
SRR14654186-XM_001120274.5_GeneID:724418	1.0	3.0	3.0	5.0	9.0	5.0
SRR14654186-XM_001120278.5_GeneID:724422	0.0	0.0	1.0	0.0	2.0	0.0
SRR14654186-XM_001120293.5_GeneID:724436	0.0	8.0	0.0	3.0	0.0	0.0
SRR14654186-XM_001120296.5_GeneID:724439	10.0	0.0	22.0	14.0	22.0	9.0
SRR14654186-XM_001120297.5_GeneID:724440	2.0	2.0	4.0	3.0	1.0	0.0
SRR14654186-XM_001120306.5_GeneID:725099	2.0	5.0	2.0	0.0	10.0	1.0
SRR14654186-XM_001120319.5_GeneID:724457	0.0	1.0	2.0	0.0	2.0	1.0
SRR14654186-XM_001120325.5_GeneID:724463	3.0	2.0	3.0	2.0	2.0	1.0
SRR14654186-XM_001120329.5-1_GeneID:724467	0.0	1.0	2.0	0.0	1.0	0.0
SRR14654186-XM_001120336.5_GeneID:724474	0.0	1.0	10.0	0.0	9.0	0.0
SRR14654186-XM_001120350.5_GeneID:726408	5.0	6.0	1.0	0.0	5.0	0.0
SRR14654186-XM_001120351.4_GeneID:725309	38.0	72.0	36.0	258.0	187.0	37.0
SRR14654186-XM_001120353.5_GeneID:725717	7.0	5.0	5.0	4.0	7.0	1.0
SRR14654186-XM_001120355.5_GeneID:725678	23.0	21.0	46.0	7.0	58.0	4.0
SRR14654186-XM_001120363.5_GeneID:726196	0.0	10.0	34.0	8.0	13.0	4.0
SRR14654186-XM_001120384.5_GeneID:724511	3.0	0.0	3.0	4.0	1.0	0.0
SRR14654186-XM_001120386.5_GeneID:724513	5.0	2.0	6.0	4.0	11.0	2.0
SRR14654186-XM_001120393.5_GeneID:724519	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001120404.5_GeneID:726221	27.0	37.0	51.0	32.0	69.0	40.0
SRR14654186-XM_001120425.5_GeneID:724536	107.0	95.0	267.0	19.0	308.0	93.0
SRR14654186-XM_001120441.5_GeneID:724551	3.0	1.0	6.0	0.0	4.0	0.0
SRR14654186-XM_001120442.5_GeneID:724552	12.0	9.0	98.0	2.0	138.0	3.0
SRR14654186-XM_001120448.5_GeneID:724559	0.0	0.0	0.0	0.0	2.0	1.0
SRR14654186-XM_001120449.5_GeneID:724560	25.0	70.0	201.0	64.0	112.0	146.0
SRR14654186-XM_001120476.5_GeneID:725491	10.0	11.0	16.0	16.0	43.0	9.0
SRR14654186-XM_001120479.4-1_GeneID:725572	58.0	68.0	0.0	135.0	155.0	128.0
SRR14654186-XM_001120482.5_GeneID:724585	12.0	5.0	37.0	1.0	37.0	2.0
SRR14654186-XM_001120484.5_GeneID:724587	24.0	5.0	33.0	35.0	31.0	19.0
SRR14654186-XM_001120488.5_GeneID:724591	8.0	10.0	13.0	19.0	21.0	2.0
SRR14654186-XM_001120493.5_GeneID:724596	3.0	0.0	1.0	0.0	3.0	0.0
SRR14654186-XM_001120497.5_GeneID:724600	2.0	0.0	8.0	0.0	10.0	4.0
SRR14654186-XM_001120512.5_GeneID:724618	0.0	2.0	0.0	0.0	2.0	1.0
SRR14654186-XM_001120518.5_GeneID:724624	0.0	0.0	1.0	5.0	1.0	0.0
SRR14654186-XM_001120519.5_GeneID:725452	65.0	59.0	109.0	90.0	157.0	32.0
SRR14654186-XM_001120520.5-1_GeneID:725743	28.0	25.0	34.0	15.0	47.0	24.0
SRR14654186-XM_001120526.5_GeneID:724635	7.0	3.0	6.0	2.0	13.0	2.0
SRR14654186-XM_001120529.4_GeneID:724638	0.0	18.0	0.0	17.0	0.0	8.0
SRR14654186-XM_001120535.5_GeneID:724644	14.0	9.0	15.0	12.0	60.0	41.0
SRR14654186-XM_001120540.5_GeneID:724648	2.0	1.0	3.0	1.0	12.0	3.0
SRR14654186-XM_001120551.5_GeneID:724659	0.0	4.0	0.0	2.0	8.0	8.0
SRR14654186-XM_001120556.5_GeneID:724665	3.0	0.0	4.0	10.0	8.0	2.0
